,0,1,2,3,4,5,6
1113,Nandisko,Top,MISSING,Spain,Europe,EUW,"['Nandiskito', 'Nandisko']"
1114,Toaster,ADC,MISSING,Lithuania,Europe,EUW,['ToasterM8']
1115,Conus,Support,MISSING,South Korea,Korea,KR,['DRX Conus']
1116,Rogu,Support,27,Turkey,Turkey,EUW,['Rogu chan']
1117,Swift,Jungle,25,South Korea,Korea,KR,['수 입']
1118,Bambi,ADC,17,South Korea,Korea,KR,['rkscm']
1119,Lover11,Mid,20,China,China,KR,['Iost heart']
1120,Profit,Top,26,South Korea,Korea,MISSING,[]
1121,Skash,Support,27,Russian Federation,Russia,EUW,"['AT XT customer', 'XWing Pilot']"
1122,Hjarnan,ADC,MISSING,Sweden,Europe,MISSING,[]
1123,Dracxar,Jungle,21,South Korea,Korea,KR,['Toronto Canadian']
1124,Altec,ADC,24,Canada,North America,NA,"['knivuL', 'ni kan wo', 'rujiaxian', 'a pertinacious']"
1125,Warangelus,ADC,23,Uruguay,Liga Latinoamérica,MISSING,[]
1126,Thinkcard,None,MISSING,United States,North America,MISSING,[]
1127,promisq,Support,28,Sweden,Europe,EUW,"['supersweetswede', 'Eddie Vedder Jr']"
1128,SUP-3,Support,14,South Korea,Korea,KR,['Liiv SUP']
1129,SeTab,Mid,17,South Korea,Korea,KR,['갱값하는미드']
1130,Canee,Jungle,MISSING,Germany,Europe,EUW,"['We are forever', 'Marc Behrend']"
1131,RedHand,Jungle,MISSING,Spain,Europe,EUW,['JOSEMI BICEPS']
1132,Spike,ADC,MISSING,China,China,KR,['나는과일장사']
1133,Mightybear,Jungle,26,South Korea,Korea,KR,['김마베']
1134,Ferchu,Jungle,23,Brazil,Brazil,MISSING,[]
1135,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1136,Cookie,None,29,South Korea,Korea,KR,['Gen G Cookie']
1137,Selson,Support,25,Kuwait,Europe,EUW,['Sharkshoes']
1138,Mickey,Mid,24,South Korea,Korea,KR,['9서플11배럭']
1139,Revanche,Support,MISSING,Turkey,Turkey,EUW,['AssuringPoet']
1140,Whyin,Support,MISSING,United States,North America,NA,['qawsecrgvtbdyh']
1141,HiRit,Top,MISSING,South Korea,Korea,MISSING,[]
1142,Shady,Support,MISSING,United States,North America,MISSING,[]
1143,Danagorn,Jungle,30,Brazil,Brazil,MISSING,[]
1144,HaeSeong,Mid,MISSING,South Korea,Korea,MISSING,[]
1145,Blazes,Mid,23,Vietnam,Vietnam,MISSING,[]
1146,ppgod,Support,22,China,China,KR,['2639439496856672']
1147,Arthur,Jungle,21,South Korea,Korea,MISSING,[]
1148,Oguzkhan,Jungle,MISSING,Turkey,Turkey,EUW,['Oguzkhan shi']
1149,Greyone,ADC,MISSING,Turkey,Turkey,EUW,['tanri kulu']
1150,Moment,Coach,28,South Korea,Korea,MISSING,[]
1151,Shy,Top,30,South Korea,Korea,KR,['10년전세체탑']
1152,PoohManDu,Coach,MISSING,South Korea,Korea,MISSING,[]
1153,Flame,Top,29,South Korea,Korea,KR,['쌈바호종']
1154,Trick,Jungle,26,South Korea,Korea,KR,"['10 26 입대예정', 'Pepper Japchae']"
1155,Madness,ADC,25,Turkey,Turkey,MISSING,[]
1156,Crown,None,27,South Korea,Korea,KR,"['Crown1', '삼성갤럭시크라운']"
1157,MikeYeung,Jungle,22,United States,North America,NA,"['MikeYeung Twitch', 'MikeYeung', 'MikeYeungttv', 'ThankfuI']"
1158,Treatz,Support,25,Sweden,Europe,MISSING,[]
1159,Caipi,Mid,25,Taiwan,PCS,MISSING,[]
1160,Gariaru,Jungle,27,Japan,Japan,MISSING,[]
1161,Yoshi,Jungle,MISSING,Japan,Japan,MISSING,[]
1162,Part,Top,MISSING,South Korea,Korea,KR,['Iog1']
1163,Captain,Mid,22,China,China,KR,['깡패 미드']
1164,T1SO,Mid,MISSING,Turkey,Turkey,EUW,['Lig Çıkıyorum']
1165,Slooshi,Mid,MISSING,United States,North America,MISSING,[]
1166,Choyul,Support,23,South Korea,Korea,KR,['온 봄']
1167,Kinzu,ADC,25,Ukraine,Russia,MISSING,[]
1168,Cogcog,Top,25,Japan,Japan,MISSING,[]
1169,Caedrel,Jungle,MISSING,United Kingdom,Europe,EUW,"['KING CATHEDRAL', 'mark lemon', 'CATHEDRAL LEMONT']"
1170,Mash,ADC,27,Canada,North America,MISSING,[]
1171,Blanc,Mid,26,South Korea,Korea,KR,['제발 해조']
1172,Yoon,Support,25,South Korea,Korea,MISSING,[]
1173,Trix,Jungle,MISSING,Turkey,Turkey,EUW,['Qumpirr']
1174,CloudTemplar,Jungle,33,South Korea,Korea,KR,['하늘의견제는맵다']
1175,Breeze,ADC,24,Taiwan,PCS,MISSING,[]
1176,Move,Jungle,27,South Korea,Korea,KR,['뒤로가는법을모름']
1177,CARITATRISTE,Mid,MISSING,Mexico,Liga Latinoamérica,NA,['Bolaaa']
1178,Meshade,ADC,MISSING,Turkey,Turkey,EUW,['kmshade']
1179,Coco,None,28,South Korea,Korea,KR,['반등열차간다']
1180,Rikara,ADC,24,United States,North America,MISSING,[]
1181,Alphamong,Top,23,South Korea,Korea,KR,['알파몽']
1182,Wolf,Support,25,South Korea,Korea,KR,['슈렐리아의사정']
1183,Mowgli,Coach,23,South Korea,Korea,KR,['coldoutside']
1184,MrRalleZ,ADC,25,Denmark,Europe,MISSING,[]
1185,K,Support,25,Taiwan,PCS,MISSING,[]
1186,Risin,Jungle,MISSING,Turkey,Turkey,EUW,['like u']
1187,H4xDefender,Coach,MISSING,United States,North America,MISSING,[]
1188,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1189,Jiizuke,Mid,26,Italy,Europe,EUW,['Jiizuké']
1190,Fury,None,26,South Korea,Korea,KR,"['Furyy', 'Sweetkr']"
1191,Phrenic,Jungle,MISSING,Germany,Europe,MISSING,[]
1192,Pout,Mid,18,South Korea,Korea,KR,['Shadow Pout']
1193,361efe,Jungle,MISSING,Turkey,Turkey,EUW,"['TARZAN361', 'lütfen lütfenn']"
1194,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1195,Apollo,ADC,27,United States,North America,NA,['Apollo Price']
1196,Verfix,Support,MISSING,Afghanistan,Brazil,BR,['harielmatuêgbr']
1197,Anthrax,Support,24,Belgium,Europe,MISSING,[]
1198,57,Jungle,MISSING,China,China,KR,['zlszz']
1199,LAST,Top,24,South Korea,Korea,KR,['이쑤시개 피오라']
1200,Pancake,Mid,MISSING,Argentina,Liga Latinoamérica,NA,['asd123asd123']
1201,Courage,Jungle,17,South Korea,Korea,KR,['2806902073386208']
1202,Hachani,None,27,South Korea,Korea,KR,['DK Hachani']
1203,Kramer,ADC,26,South Korea,Korea,KR,['DOYOUTV13144754']
1204,Gate,Support,28,China,North America,NA,['ØFFRØLE']
1205,Inori,Jungle,27,Iraq,North America,NA,['Liquid Inori']
1206,Exile,Mid,24,Germany,Europe,MISSING,[]
1207,Tuesday,Mid,23,Canada,North America,NA,['Tuesdayy']
1208,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1209,Voyboy,Top,27,United States,North America,MISSING,[]
1210,H1IVA,Support,27,Finland,Europe,EUW,['NuclearNutcracko']
1211,Mestre,ADC,24,Brazil,Brazil,BR,['Corno e Sulista']
1212,ZWuJi,ADC,23,China,China,MISSING,[]
1213,Yui,Support,24,China,China,MISSING,[]
1214,Nyu,Top,27,Brazil,Brazil,MISSING,[]
1215,Rhemio,Mid,MISSING,Turkey,Turkey,EUW,"['2m2m2m1863010', 'Rhemìo']"
1216,Xyraz,Top,30,Sweden,Europe,MISSING,[]
1217,Alielie,Top,19,China,China,KR,['나는 잘 하고싶']
1218,huanfeng,ADC,20,China,China,KR,"['헤이제노아', '2639442735268928']"
1219,Hustlin,Support,26,Sweden,Europe,EUW,['DrΕξ Low']
1220,Rumor,ADC,21,South Korea,Korea,KR,['Eoflwlakfk']
1221,Mixsi,Jungle,17,Denmark,Europe,EUW,['MTP Mixsi']
1222,Mxe,Support,MISSING,Turkey,Turkey,MISSING,[]
1223,Keel,Jungle,20,United States,North America,NA,['L4rry Fisherman']
1224,JUG,Jungle,21,South Korea,Korea,MISSING,[]
1225,Arshavin,Support,MISSING,Turkey,Turkey,EUW,"['No Name HALLOKE', 'Thothwilswan']"
1226,Chad,Jungle,20,United States,North America,MISSING,[]
1227,Metaphor,Jungle,MISSING,United States,North America,MISSING,[]
1228,Diplex,Mid,MISSING,Germany,Europe,EUW,['schnell next']
1229,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1230,Stixxay,Coach,25,United States,North America,NA,['Stixxay']
1231,Viod,ADC,MISSING,South Korea,Korea,MISSING,[]
1232,Lactea,ADC,MISSING,South Korea,Korea,KR,['Lactea Rx']
1233,Brush,Jungle,21,South Korea,Korea,KR,['Fun 99']
1234,Sacy,Support,MISSING,Brazil,Brazil,BR,['Sulivanwaka']
1235,Shiganari,ADC,22,Latvia,Europe,MISSING,[]
1236,Petrichor,Support,MISSING,Turkey,Turkey,EUW,['Thuriten']
1237,OdduGi,ADC,25,South Korea,Korea,KR,['볼빵빵 다람쥐']
1238,Rakin,Mid,27,Brazil,Brazil,BR,['bolo dê coco']
1239,Eisley,ADC,MISSING,China,China,KR,['xhzy']
1240,Kumo,Top,22,China,North America,NA,"['Kumo9', 'Tawamure']"
1241,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1242,M1anhua,Jungle,22,China,China,MISSING,[]
1243,Orome,Top,MISSING,Romania,Europe,EUW,['nice and happy']
1244,sOAZ,Coach,28,France,Europe,EUW,"['sOAZIZ', 'Top King Top Dog']"
1245,Rum0r,Mid,MISSING,Turkey,Turkey,MISSING,[]
1246,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1247,ADD,Top,23,South Korea,Korea,MISSING,[]
1248,Keith,ADC,24,United States,North America,NA,['SCHWIFTYBRAH']
1249,Galen,None,MISSING,United States,North America,MISSING,[]
1250,Chaser,Jungle,26,South Korea,Korea,MISSING,[]
1251,Keane,Mid,28,South Korea,North America,MISSING,[]
1252,Seraph,Top,27,South Korea,North America,MISSING,[]
1253,Arcsecond,Jungle,28,United States,North America,MISSING,[]
1254,Expect,Top,MISSING,South Korea,Korea,MISSING,[]
1255,HeaQ,ADC,MISSING,Estonia,Europe,MISSING,[]
1256,Turtle,None,27,Brazil,Brazil,BR,['Turtle']
1257,brTT,ADC,31,Brazil,Brazil,MISSING,[]
1258,Loop,Support,MISSING,Brazil,Brazil,MISSING,[]
1259,Krastyel,Mid,23,Brazil,Brazil,BR,['Krastyel1']
1260,Zet,ADC,MISSING,South Korea,Korea,KR,['싱글벙글원딜']
1261,Mlxg,Jungle,25,China,China,MISSING,[]
1262,y4,ADC,24,China,China,MISSING,[]
1263,Gemini,Jungle,MISSING,Taiwan,PCS,MISSING,[]
1264,MarS,Mid,MISSING,Taiwan,PCS,MISSING,[]
1265,PvPStejos,Jungle,MISSING,Ukraine,Russia,MISSING,[]
1266,Gilius,Jungle,25,Germany,Europe,EUW,['eo94witfngwsp']
1267,Zz1tai,Top,MISSING,China,China,MISSING,[]
1268,Ares,Coach,26,South Korea,Korea,KR,['SHG Ares']
1269,Imp,ADC,26,South Korea,Korea,KR,['xiaolongxia']
1270,Jinoo,Top,27,South Korea,Korea,MISSING,[]
1271,Madlife,None,MISSING,South Korea,Korea,KR,['호두의사냥시간']
1272,dade,Mid,MISSING,South Korea,Korea,MISSING,[]
1273,Stomaged,Jungle,MISSING,Turkey,Turkey,MISSING,[]
1274,TrAce,None,32,South Korea,Korea,MISSING,[]
1275,BioPanther,Top,MISSING,Australia,Oceania,MISSING,[]
1276,Benny,Coach,MISSING,Taiwan,PCS,MISSING,[]
1277,Ninja,Mid,MISSING,South Korea,Korea,KR,['밥국맨']
1278,XuHao,Jungle,MISSING,Vietnam,Vietnam,MISSING,[]
1279,KouZZe,ADC,24,Chile,Liga Latinoamérica,MISSING,[]
1280,Asura,ADC,23,China,China,MISSING,[]
1281,Mayhem,Top,MISSING,Turkey,Turkey,MISSING,[]
1282,Shad0w,Jungle,21,Italy,China,MISSING,[]
1283,Jin0,Jungle,21,South Korea,Korea,KR,['진영진영']
1284,Crystal,Jungle,28,Turkey,Turkey,MISSING,[]
1285,BalKhan,Jungle,MISSING,South Korea,Korea,MISSING,[]
1286,ItsCortez,Jungle,MISSING,Ukraine,Russia,EUW,"['itsCORTEZ', 'cortyuk']"
1287,Charger1,Top,MISSING,Russian Federation,Russia,MISSING,[]
1288,Minor,Support,MISSING,Turkey,Turkey,MISSING,[]
1289,Pure,Support,26,South Korea,Korea,KR,['이현경사랑해']
1290,Falco,Support,27,Spain,Europe,EUW,['BadBaldandBard']
1291,MakNooN,Top,30,South Korea,Korea,KR,['제리장인막눈']
1292,Dyrus,Top,30,United States,North America,NA,"['Dyrus', 'Cart Waddle Dee']"
1293,YellOwStaR,Support,30,France,Europe,EUW,['YellowStαr']
1294,MistyStumpey,Top,MISSING,South Korea,North America,NA,['MistyStumpey']
1295,HighDin,Support,MISSING,South Korea,Korea,KR,['Hidin Reloading']
1296,Fanatiik,Jungle,20,Canada,North America,MISSING,[]
1297,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1298,H4cker,Jungle,23,China,China,MISSING,[]
1299,S1xu,Jungle,22,China,China,MISSING,[]
1300,Anyyy,Mid,22,Brazil,Brazil,MISSING,[]
1301,Bin,Top,19,China,China,KR,['2639442525209632']
1302,Caos,Jungle,25,Brazil,Brazil,BR,['Caosss']
1303,AKi,Jungle,21,China,China,MISSING,[]
1304,GAP,ADC,25,South Korea,Korea,MISSING,[]
1305,Missing,Support,20,China,China,KR,['2639445443822912']
1306,Xiaobai,Top,MISSING,China,China,KR,['2639440961914080']
1307,Wuming,Mid,21,China,China,KR,['2639439079589088']
1308,Aix,Jungle,22,China,China,MISSING,[]
1309,Space,ADC,28,South Korea,Korea,MISSING,[]
1310,WooFe,Top,MISSING,South Korea,Korea,MISSING,[]
1311,Yuri,Mid,21,South Korea,Korea,KR,['스칼렛유리']
1312,Drogo,ADC,MISSING,Turkey,Turkey,MISSING,[]
1313,Xiaoxiang,Top,20,China,China,KR,"['2639435494614464', 'lin shu hao']"
1314,Paranoia,Mid,MISSING,Ukraine,Russia,EUW,['Paranoia2']
1315,Kryze,Top,MISSING,Sweden,Europe,EUW,['xLinayaa']
1316,HakaM,ADC,20,South Korea,Korea,KR,['트위치 TV 해캄']
1317,Illlima,Top,19,South Korea,Korea,MISSING,[]
1318,Khalis,Top,MISSING,South Korea,Korea,MISSING,[]
1319,Rwei,Jungle,MISSING,Taiwan,PCS,MISSING,[]
1320,Optimas,ADC,23,Lithuania,Europe,MISSING,[]
1321,Winged,None,29,South Korea,Korea,KR,['Wingeddddd']
1322,Boncuk,ADC,MISSING,Turkey,Turkey,MISSING,[]
1323,NoNholy,Top,25,Russian Federation,Russia,EUW,['KeepOnKeepingOn']
1324,View,Jungle,19,China,China,KR,['2639442838873152']
1325,NNS,Jungle,MISSING,Russian Federation,Russia,MISSING,[]
1326,Athena,Mid,26,South Korea,Korea,MISSING,[]
1327,Midbeast,Mid,26,Australia,Oceania,MISSING,[]
1328,Minji,Mid,MISSING,Taiwan,PCS,MISSING,[]
1329,Parang,Top,MISSING,South Korea,Korea,MISSING,[]
1330,Cool,Mid,27,China,China,KR,['coolfeat44']
1331,KronG,Top,MISSING,South Korea,Korea,MISSING,[]
1332,Nestea,Mid,22,Taiwan,PCS,MISSING,[]
1333,Nano,Support,25,Brazil,Brazil,BR,['nano']
1334,XUN,Jungle,MISSING,China,China,KR,['2639432731706400']
1335,Shine,Mid,20,South Korea,Korea,MISSING,[]
1336,Juuzou,Top,22,Turkey,Turkey,MISSING,[]
1337,Laynel,Mid,MISSING,Israel,Russia,EUW,['Laynel mage acc']
1338,Zelt,Top,MISSING,Colombia,Liga Latinoamérica,MISSING,[]
1339,Phantom,Support,19,South Korea,Korea,MISSING,[]
1340,Tally,Mid,24,Australia,Oceania,MISSING,[]
1341,Onlyl,Support,22,South Korea,Korea,KR,['온 닐']
1342,Sedrion,Support,25,Germany,Europe,EUW,['Sedr1on']
1343,Grendel,Support,26,Japan,Japan,MISSING,[]
1344,Fisher,Mid,17,South Korea,Korea,KR,['Fisherr']
1345,Engo,Top,24,Canada,North America,NA,['Engo']
1346,Gangbong,Support,20,South Korea,Korea,MISSING,[]
1347,Shemek,Top,26,France,Europe,MISSING,[]
1348,PREP,Jungle,21,South Korea,Korea,KR,['프랩1']
1349,Tool,Support,23,South Korea,Korea,KR,['서폿이뭐더라']
1350,Yunbee,Mid,MISSING,Canada,North America,MISSING,[]
1351,Bafang,Support,MISSING,China,China,KR,['2639438551164288']
1352,Teeen,Support,20,China,China,MISSING,[]
1353,Storm,Mid,MISSING,South Korea,Korea,KR,['영리한 소년']
1354,Kebap,Top,MISSING,Turkey,Turkey,EUW,['KEBABROCK']
1355,Chazz,Mid,MISSING,Australia,Oceania,MISSING,[]
1356,Praedyth,ADC,22,Australia,Oceania,MISSING,[]
1357,Decoy,Support,MISSING,New Zealand,Oceania,MISSING,[]
1358,Secondate,Support,MISSING,Turkey,Turkey,MISSING,[]
1359,DSN,Sub,MISSING,Australia,Oceania,MISSING,[]
1360,Gamsu,Top,27,South Korea,Korea,MISSING,[]
1361,Gastruks,Support,22,Argentina,Liga Latinoamérica,MISSING,[]
1362,xiaocaobao,Mid,20,China,China,MISSING,[]
1363,8917,Top,21,Taiwan,PCS,KR,['sugavvagus']
1364,Husky,Mid,22,Taiwan,PCS,MISSING,[]
1365,JingYi,ADC,MISSING,China,China,MISSING,[]
1366,TNS,Support,MISSING,Taiwan,PCS,KR,['2654325087863840']
1367,YamatoCannon,Coach,26,Sweden,Europe,MISSING,[]
1368,monkaS,Support,MISSING,Turkey,Turkey,EUW,['ªµº']
1369,leaf,Jungle,17,South Korea,Korea,KR,['잎새잎새']
1370,JiaQi,ADC,17,China,China,MISSING,[]
1371,Sudal,Coach,MISSING,South Korea,Korea,MISSING,[]
1372,Gyeong,Support,22,Brazil,Brazil,MISSING,[]
1373,Contractz,Jungle,22,United States,North America,MISSING,[]
1374,Soligo,Mid,MISSING,United States,North America,NA,['First Kyu']
1375,RangJun,Mid,18,South Korea,Korea,MISSING,[]
1376,Vins,Mid,22,South Korea,Korea,KR,['1311111']
1377,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1378,A02,ADC,23,China,China,MISSING,[]
1379,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1380,Srtty,Top,20,Australia,North America,NA,['eebuohS']
1381,Cuce,Top,MISSING,Turkey,Turkey,EUW,['tinseImoon']
1382,LemonNation,Support,32,United States,North America,MISSING,[]
1383,Seonbi,Support,MISSING,South Korea,Korea,MISSING,[]
1384,Hollow,ADC,23,South Korea,Korea,MISSING,[]
1385,POBY,Mid,16,South Korea,Korea,MISSING,[]
1386,LiquidDiego,Jungle,MISSING,Mexico,Liga Latinoamérica,NA,['LiquidDiego']
1387,LagsAlot,None,23,Germany,Europe,EUW,['UOL LagsAlot']
1388,Kanani,Coach,25,Algeria,Europe,EUW,['LamineLoco030']
1389,Tarky,Support,MISSING,Czech Republic,Europe,EUW,['Tarky1']
1390,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1391,Kamito,ADC,MISSING,Germany,Europe,EUW,['G2 Kamito']
1392,Adrian,Support,25,United States,North America,NA,['milk and banana']
1393,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1394,Youngbin,ADC,27,South Korea,North America,NA,['Youngbin']
1395,Neulbo,Support,MISSING,South Korea,Korea,KR,['다루다루daram쥐']
1396,Typhoon,Jungle,MISSING,Turkey,Turkey,EUW,['stop inting ty']
1397,Crow,Mid,MISSING,South Korea,Korea,KR,['갱많이좀']
1398,BardBerry,Support,MISSING,Russian Federation,Russia,EUW,['Weaklings']
1399,Kwon,Support,28,South Korea,North America,NA,['Boyfriend']
1400,Yeosong,ADC,18,South Korea,Korea,KR,['장드기']
1401,Ragan,Top,24,South Korea,Korea,KR,['라꼴통']
1402,Chippys,Top,MISSING,New Zealand,Oceania,MISSING,[]
1403,aSap,Jungle,18,South Korea,Korea,KR,['안못하는사람']
1404,Zirigui,Support,MISSING,Brazil,Brazil,MISSING,[]
1405,Shook,Jungle,27,Netherlands,Europe,EUW,['minimap abuser']
1406,xani,None,MISSING,Croatia,Europe,EUW,['MSF xani']
1407,Crazycaps,None,27,Netherlands,Europe,EUW,['Crazycapsy']
1408,Euaaang,Top,MISSING,South Korea,Korea,KR,['쪼잔하게 굴지마']
1409,Boxer,None,41,South Korea,Korea,KR,['3연벙']
1410,Dal,Top,17,South Korea,Korea,KR,['T1 R TOP']
1411,Nappon,Jungle,27,Brazil,Brazil,MISSING,[]
1412,Mulgae,Top,17,South Korea,Korea,KR,['3716559del']
1413,Looper,Top,29,South Korea,Korea,MISSING,[]
1414,Balls,Top,27,United States,North America,MISSING,[]
1415,Reignover,None,26,South Korea,Korea,MISSING,[]
1416,OmarGod,Jungle,MISSING,United States,North America,MISSING,[]
1417,Mouse,Top,MISSING,China,China,MISSING,[]
1418,Fireloli,Jungle,MISSING,China,China,MISSING,[]
1419,Koro1,Top,MISSING,China,China,MISSING,[]
1420,Letme,Top,25,China,China,MISSING,[]
1421,Wuxx,ADC,MISSING,China,China,MISSING,[]
1422,957,Top,28,China,China,MISSING,[]
1423,LaoZhou,Top,MISSING,China,China,MISSING,[]
1424,Condi,Jungle,25,China,China,MISSING,[]
1425,GodKwai,Jungle,MISSING,Hong Kong,PCS,MISSING,[]
1426,Westdoor,Mid,MISSING,Taiwan,PCS,MISSING,[]
1427,Chawy,Coach,30,Singapore,PCS,MISSING,[]
1428,Archie,Support,MISSING,Vietnam,PCS,MISSING,[]
1429,Nevan,Top,MISSING,Vietnam,Vietnam,MISSING,[]
1430,Optimus,Mid,25,Vietnam,Vietnam,MISSING,[]
1431,NoWay,ADC,MISSING,Vietnam,PCS,MISSING,[]
1432,Sya,Jungle,MISSING,Vietnam,Vietnam,MISSING,[]
1433,Thaldrin,None,MISSING,Turkey,Turkey,MISSING,[]
1434,Dara,Support,26,South Korea,Korea,MISSING,[]
1435,Morning,Jungle,MISSING,Taiwan,PCS,MISSING,[]
1436,Zeitnot,ADC,27,Turkey,Turkey,MISSING,[]
1437,Rain,ADC,25,South Korea,Korea,MISSING,[]
1438,Cupcake,Support,27,New Zealand,Oceania,MISSING,[]
1439,Paz,Top,25,Japan,Japan,MISSING,[]
1440,Rich,Top,24,South Korea,Korea,KR,['86 zhendewudi']
1441,Nate,Top,MISSING,Argentina,Liga Latinoamérica,MISSING,[]
1442,Fix,ADC,MISSING,Argentina,Liga Latinoamérica,MISSING,[]
1443,Plugo,Mid,25,Chile,Liga Latinoamérica,MISSING,[]
1444,Zealot,ADC,27,Chile,Liga Latinoamérica,MISSING,[]
1445,Jirall,Top,25,Mexico,Liga Latinoamérica,MISSING,[]
1446,Manu,ADC,MISSING,Puerto Rico,Liga Latinoamérica,MISSING,[]
1447,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1448,Zantins,Top,29,Brazil,Brazil,MISSING,[]
1449,Riyev,Support,25,Brazil,Brazil,MISSING,[]
1450,Stark,Top,24,Vietnam,Vietnam,MISSING,[]
1451,YiJin,Jungle,21,Vietnam,Vietnam,MISSING,[]
1452,Warzone,Mid,27,Vietnam,Vietnam,MISSING,[]
1453,RonOP,Support,23,Vietnam,Vietnam,MISSING,[]
1454,Relic,Top,MISSING,Venezuela,Liga Latinoamérica,MISSING,[]
1455,Cotopaco,Mid,MISSING,Colombia,Liga Latinoamérica,MISSING,[]
1456,Renyu,ADC,MISSING,Peru,Liga Latinoamérica,MISSING,[]
1457,Arce,None,MISSING,Peru,Liga Latinoamérica,MISSING,[]
1458,ottovaG,ADC,MISSING,Mexico,Liga Latinoamérica,MISSING,[]
1459,baybay,Jungle,MISSING,Taiwan,PCS,MISSING,[]
1460,Meliodas,Jungle,21,Vietnam,Vietnam,MISSING,[]
1461,Naul,Mid,23,Vietnam,Vietnam,MISSING,[]
1462,Bigkoro,ADC,22,Vietnam,Vietnam,MISSING,[]
1463,Palette,Support,MISSING,Vietnam,Vietnam,MISSING,[]
1464,HwQ,Mid,MISSING,China,China,MISSING,[]
1465,Matilda,Top,MISSING,Turkey,Turkey,MISSING,[]
1466,Raes,ADC,23,New Zealand,North America,MISSING,[]
1467,Pretty,Top,24,Australia,Europe,MISSING,[]
1468,Truklax,Top,MISSING,Portugal,Europe,EUW,['osso do decay']
1469,Takeover,Mid,19,South Korea,Liga Latinoamérica,MISSING,[]
1470,CorGi,Coach,MISSING,Taiwan,PCS,MISSING,[]
1471,Tabe,Coach,MISSING,Hong Kong,China,MISSING,[]
1472,ZBB,Mid,MISSING,China,China,MISSING,[]
1473,Conan,Support,MISSING,China,China,MISSING,[]
1474,Raison,ADC,26,South Korea,Korea,MISSING,[]
1475,Greenie,ADC,MISSING,Taiwan,PCS,MISSING,[]
1476,WaenA,Mid,22,Turkey,Turkey,MISSING,[]
1477,un1tback,Support,27,Turkey,Turkey,MISSING,[]
1478,Blasting,ADC,MISSING,Latvia,Russia,MISSING,[]
1479,Rippii,Jungle,MISSING,Australia,Oceania,MISSING,[]
1480,West,ADC,25,China,China,MISSING,[]
1481,Ruin,Top,MISSING,South Korea,Korea,MISSING,[]
1482,Atlen,ADC,22,Taiwan,PCS,MISSING,[]
1483,Praelus,Jungle,MISSING,Australia,Oceania,MISSING,[]
1484,Baltica,Jungle,23,Chile,Liga Latinoamérica,MISSING,[]
1485,MarioMe,ADC,28,Mexico,Liga Latinoamérica,MISSING,[]
1486,Zeicro,ADC,MISSING,Chile,Liga Latinoamérica,MISSING,[]
1487,Genthix,Support,31,Argentina,Liga Latinoamérica,MISSING,[]
1488,Freire,Jungle,26,Brazil,Brazil,MISSING,[]
1489,Atlanta,Mid,24,Brazil,Brazil,MISSING,[]
1490,Harbinger,Support,29,Indonesia,Vietnam,MISSING,[]
1491,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1492,PiPiXuAn,ADC,24,China,China,MISSING,[]
1493,WXZ,ADC,MISSING,China,China,MISSING,[]
1494,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1495,Empt2y,Jungle,MISSING,Canada,PCS,MISSING,[]
1496,wuji,Mid,MISSING,Taiwan,PCS,MISSING,[]
1497,Jukes,Top,23,Brazil,Brazil,MISSING,[]
1498,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1499,Yusui,Mid,24,United States,North America,MISSING,[]
1500,Fill,Support,MISSING,United States,North America,MISSING,[]
1501,Panda,Jungle,MISSING,Australia,North America,MISSING,[]
1502,Prismal,ADC,22,United States,North America,MISSING,[]
1503,FakeGod,Top,21,United States,North America,MISSING,[]
1504,Seize,Jungle,21,South Korea,Korea,MISSING,[]
1505,CheonGo,Mid,23,South Korea,Korea,MISSING,[]
1506,Juzo,ADC,MISSING,South Korea,Brazil,MISSING,[]
1507,Shini,Jungle,25,Brazil,Brazil,MISSING,[]
1508,Mills,ADC,26,Brazil,Brazil,MISSING,[]
1509,Nap,Top,MISSING,Japan,Japan,MISSING,[]
1510,atyamomo,Support,MISSING,Japan,Japan,MISSING,[]
1511,Mental,Jungle,MISSING,Brazil,Korea,MISSING,[]
1512,Aslan,Mid,MISSING,Brazil,Brazil,MISSING,[]
1513,Wilder,Jungle,24,South Korea,Korea,MISSING,[]
1514,Looch,ADC,MISSING,Australia,Oceania,MISSING,[]
1515,Rogue,Support,23,Australia,Oceania,MISSING,[]
1516,Recap,Mid,MISSING,Japan,Japan,MISSING,[]
1517,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1518,Neo,Jungle,24,South Korea,Korea,MISSING,[]
